month,vtuber,avg_viewers
2025-10-01,jirafuru1,20
2025-11-01,jirafuru1,23
2025-12-01,jirafuru1,21
2026-01-01,jirafuru1,24
2026-02-01,jirafuru1,18
2026-03-01,jirafuru1,19
2026-04-01,jirafuru1,20
2026-05-01,jirafuru1,20
2026-06-01,jirafuru1,19
2023-02-01,ranko_nielson,2
2023-03-01,ranko_nielson,3
2023-04-01,ranko_nielson,9
2023-05-01,ranko_nielson,5
2023-07-01,ranko_nielson,7
2023-08-01,ranko_nielson,6
2023-09-01,ranko_nielson,6
2023-10-01,ranko_nielson,7
2023-11-01,ranko_nielson,6
2023-12-01,ranko_nielson,7
2024-01-01,ranko_nielson,8
2024-02-01,ranko_nielson,9
2024-03-01,ranko_nielson,9
2024-04-01,ranko_nielson,9
2024-05-01,ranko_nielson,11
2024-06-01,ranko_nielson,10
2024-07-01,ranko_nielson,10
2024-08-01,ranko_nielson,8
2024-09-01,ranko_nielson,10
2024-10-01,ranko_nielson,11
2024-11-01,ranko_nielson,10
2024-12-01,ranko_nielson,10
2025-01-01,ranko_nielson,13
2025-02-01,ranko_nielson,12
2025-03-01,ranko_nielson,10
2025-04-01,ranko_nielson,9
2025-05-01,ranko_nielson,13
2025-06-01,ranko_nielson,10
2025-07-01,ranko_nielson,13
2025-08-01,ranko_nielson,10
2025-09-01,ranko_nielson,9
2025-10-01,ranko_nielson,6
2025-12-01,ranko_nielson,10
2026-01-01,ranko_nielson,9
2026-02-01,ranko_nielson,9
2026-03-01,ranko_nielson,9
2026-04-01,ranko_nielson,8
2020-06-01,nesaga_micune,4
2023-09-01,nesaga_micune,11
2023-10-01,nesaga_micune,10
2023-11-01,nesaga_micune,13
2023-12-01,nesaga_micune,10
2024-01-01,nesaga_micune,12
2024-02-01,nesaga_micune,12
2024-03-01,nesaga_micune,13
2024-11-01,nesaga_micune,19
2024-12-01,nesaga_micune,19
2025-01-01,nesaga_micune,14
2025-05-01,nesaga_micune,16
2025-06-01,nesaga_micune,15
2025-07-01,nesaga_micune,14
2025-08-01,nesaga_micune,15
2025-09-01,nesaga_micune,13
2025-10-01,nesaga_micune,14
2025-11-01,nesaga_micune,12
2025-12-01,nesaga_micune,15
2026-01-01,nesaga_micune,16
2026-02-01,nesaga_micune,12
2026-03-01,nesaga_micune,18
2026-04-01,nesaga_micune,14
2021-08-01,kwakusha228,14
2021-09-01,kwakusha228,7
2022-01-01,kwakusha228,18
2022-02-01,kwakusha228,11
2022-04-01,kwakusha228,10
2022-10-01,kwakusha228,12
2022-11-01,kwakusha228,7
2022-12-01,kwakusha228,7
2023-01-01,kwakusha228,7
2023-02-01,kwakusha228,8
2023-03-01,kwakusha228,7
2023-04-01,kwakusha228,8
2023-05-01,kwakusha228,8
2023-06-01,kwakusha228,9
2023-07-01,kwakusha228,10
2023-08-01,kwakusha228,10
2023-09-01,kwakusha228,6
2023-10-01,kwakusha228,9
2023-11-01,kwakusha228,10
2023-12-01,kwakusha228,8
2024-01-01,kwakusha228,8
2024-02-01,kwakusha228,11
2024-03-01,kwakusha228,12
2024-04-01,kwakusha228,12
2024-05-01,kwakusha228,12
2024-06-01,kwakusha228,10
2024-07-01,kwakusha228,10
2024-08-01,kwakusha228,11
2024-09-01,kwakusha228,17
2024-10-01,kwakusha228,9
2024-11-01,kwakusha228,9
2024-12-01,kwakusha228,9
2025-01-01,kwakusha228,10
2025-02-01,kwakusha228,8
2025-03-01,kwakusha228,8
2025-04-01,kwakusha228,13
2025-05-01,kwakusha228,9
2025-06-01,kwakusha228,8
2025-07-01,kwakusha228,9
2025-08-01,kwakusha228,9
2025-09-01,kwakusha228,10
2025-10-01,kwakusha228,9
2025-11-01,kwakusha228,8
2025-12-01,kwakusha228,9
2026-01-01,kwakusha228,20
2026-02-01,kwakusha228,8
2026-03-01,kwakusha228,11
2026-04-01,kwakusha228,8
2026-05-01,kwakusha228,12
2021-01-01,marffa_,6
2021-06-01,marffa_,4
2022-02-01,marffa_,4
2023-02-01,marffa_,3
2023-07-01,marffa_,5
2024-01-01,marffa_,7
2024-02-01,marffa_,6
2024-03-01,marffa_,7
2024-04-01,marffa_,6
2024-05-01,marffa_,7
2024-06-01,marffa_,5
2024-08-01,marffa_,4
2025-02-01,marffa_,6
2025-03-01,marffa_,7
2025-04-01,marffa_,10
2025-05-01,marffa_,16
2025-06-01,marffa_,19
2025-07-01,marffa_,17
2025-08-01,marffa_,16
2025-09-01,marffa_,15
2025-10-01,marffa_,17
2025-11-01,marffa_,28
2025-12-01,marffa_,15
2026-01-01,marffa_,15
2026-02-01,marffa_,16
2026-03-01,marffa_,16
2026-04-01,marffa_,21
2026-05-01,marffa_,22
2026-06-01,marffa_,26
2022-01-01,echidnaya,17
2022-02-01,echidnaya,15
2022-03-01,echidnaya,18
2022-04-01,echidnaya,18
2022-05-01,echidnaya,17
2022-06-01,echidnaya,16
2022-07-01,echidnaya,24
2022-08-01,echidnaya,20
2022-09-01,echidnaya,21
2022-10-01,echidnaya,18
2022-11-01,echidnaya,29
2022-12-01,echidnaya,16
2023-01-01,echidnaya,20
2023-02-01,echidnaya,16
2023-03-01,echidnaya,30
2023-04-01,echidnaya,21
2023-05-01,echidnaya,23
2023-06-01,echidnaya,23
2023-07-01,echidnaya,31
2023-08-01,echidnaya,27
2023-09-01,echidnaya,27
2023-10-01,echidnaya,28
2023-11-01,echidnaya,35
2023-12-01,echidnaya,37
2024-01-01,echidnaya,36
2024-02-01,echidnaya,34
2024-03-01,echidnaya,31
2024-04-01,echidnaya,39
2024-05-01,echidnaya,36
2024-06-01,echidnaya,31
2024-07-01,echidnaya,34
2024-08-01,echidnaya,44
2024-09-01,echidnaya,43
2024-10-01,echidnaya,41
2024-11-01,echidnaya,37
2024-12-01,echidnaya,52
2025-01-01,echidnaya,53
2025-02-01,echidnaya,46
2025-03-01,echidnaya,45
2025-04-01,echidnaya,41
2025-05-01,echidnaya,40
2025-06-01,echidnaya,41
2025-07-01,echidnaya,43
2025-08-01,echidnaya,43
2025-09-01,echidnaya,36
2025-10-01,echidnaya,27
2025-11-01,echidnaya,40
2025-12-01,echidnaya,44
2026-01-01,echidnaya,58
2026-02-01,echidnaya,39
2026-03-01,echidnaya,49
2026-04-01,echidnaya,56
2026-05-01,echidnaya,51
2026-06-01,echidnaya,54
2020-03-01,folly_anaya,5
2020-04-01,folly_anaya,5
2020-06-01,folly_anaya,5
2021-07-01,folly_anaya,6
2021-08-01,folly_anaya,10
2021-09-01,folly_anaya,9
2021-10-01,folly_anaya,11
2021-11-01,folly_anaya,10
2021-12-01,folly_anaya,18
2022-01-01,folly_anaya,21
2022-02-01,folly_anaya,18
2022-03-01,folly_anaya,18
2022-04-01,folly_anaya,23
2022-05-01,folly_anaya,28
2022-06-01,folly_anaya,27
2022-07-01,folly_anaya,27
2022-08-01,folly_anaya,21
2022-09-01,folly_anaya,18
2022-10-01,folly_anaya,23
2022-11-01,folly_anaya,20
2022-12-01,folly_anaya,14
2023-01-01,folly_anaya,21
2023-02-01,folly_anaya,19
2023-03-01,folly_anaya,23
2023-04-01,folly_anaya,24
2023-05-01,folly_anaya,17
2023-06-01,folly_anaya,27
2023-07-01,folly_anaya,16
2023-08-01,folly_anaya,20
2023-09-01,folly_anaya,23
2023-10-01,folly_anaya,28
2023-11-01,folly_anaya,23
2023-12-01,folly_anaya,20
2024-01-01,folly_anaya,21
2024-02-01,folly_anaya,21
2024-03-01,folly_anaya,19
2024-04-01,folly_anaya,21
2024-05-01,folly_anaya,19
2024-06-01,folly_anaya,31
2024-07-01,folly_anaya,18
2024-08-01,folly_anaya,27
2024-09-01,folly_anaya,20
2024-10-01,folly_anaya,26
2024-11-01,folly_anaya,24
2024-12-01,folly_anaya,28
2025-01-01,folly_anaya,40
2025-02-01,folly_anaya,25
2025-03-01,folly_anaya,26
2025-04-01,folly_anaya,25
2025-05-01,folly_anaya,26
2025-06-01,folly_anaya,23
2025-08-01,folly_anaya,13
2025-09-01,folly_anaya,20
2025-10-01,folly_anaya,19
2025-12-01,folly_anaya,25
2026-01-01,folly_anaya,16
2026-02-01,folly_anaya,11
2026-03-01,folly_anaya,19
2026-04-01,folly_anaya,15
2026-05-01,folly_anaya,15
2023-11-01,qchaan_9,17
2023-12-01,qchaan_9,22
2024-01-01,qchaan_9,25
2024-02-01,qchaan_9,35
2024-03-01,qchaan_9,37
2024-04-01,qchaan_9,41
2024-05-01,qchaan_9,46
2024-06-01,qchaan_9,55
2024-07-01,qchaan_9,53
2024-08-01,qchaan_9,44
2024-09-01,qchaan_9,50
2024-10-01,qchaan_9,58
2024-11-01,qchaan_9,55
2024-12-01,qchaan_9,72
2025-01-01,qchaan_9,53
2025-02-01,qchaan_9,50
2025-03-01,qchaan_9,80
2025-04-01,qchaan_9,118
2025-05-01,qchaan_9,384
2025-06-01,qchaan_9,362
2025-07-01,qchaan_9,366
2025-08-01,qchaan_9,314
2025-09-01,qchaan_9,272
2025-10-01,qchaan_9,291
2025-11-01,qchaan_9,356
2025-12-01,qchaan_9,407
2026-01-01,qchaan_9,769
2026-02-01,qchaan_9,672
2026-03-01,qchaan_9,305
2026-04-01,qchaan_9,315
2026-05-01,qchaan_9,298
2026-06-01,qchaan_9,233
2022-06-01,regendaryone,11
2022-07-01,regendaryone,14
2022-08-01,regendaryone,21
2022-09-01,regendaryone,26
2022-10-01,regendaryone,29
2022-11-01,regendaryone,31
2022-12-01,regendaryone,33
2023-01-01,regendaryone,33
2023-02-01,regendaryone,31
2023-03-01,regendaryone,35
2023-04-01,regendaryone,37
2023-05-01,regendaryone,37
2023-06-01,regendaryone,37
2023-07-01,regendaryone,34
2023-08-01,regendaryone,35
2023-09-01,regendaryone,39
2023-10-01,regendaryone,42
2023-11-01,regendaryone,44
2023-12-01,regendaryone,39
2024-01-01,regendaryone,37
2024-02-01,regendaryone,36
2024-03-01,regendaryone,37
2024-04-01,regendaryone,35
2024-05-01,regendaryone,35
2024-06-01,regendaryone,39
2024-07-01,regendaryone,39
2024-08-01,regendaryone,33
2024-09-01,regendaryone,32
2024-10-01,regendaryone,31
2024-11-01,regendaryone,31
2024-12-01,regendaryone,34
2025-01-01,regendaryone,39
2025-02-01,regendaryone,35
2025-03-01,regendaryone,32
2025-04-01,regendaryone,33
2025-05-01,regendaryone,32
2025-06-01,regendaryone,34
2025-07-01,regendaryone,35
2025-08-01,regendaryone,28
2025-09-01,regendaryone,28
2025-10-01,regendaryone,25
2025-11-01,regendaryone,25
2025-12-01,regendaryone,26
2026-01-01,regendaryone,26
2026-02-01,regendaryone,25
2026-03-01,regendaryone,23
2026-04-01,regendaryone,23
2026-05-01,regendaryone,22
2026-06-01,regendaryone,24
2024-10-01,eliass_vt,7
2024-11-01,eliass_vt,7
2024-12-01,eliass_vt,7
2025-01-01,eliass_vt,9
2025-02-01,eliass_vt,12
2025-03-01,eliass_vt,12
2025-04-01,eliass_vt,12
2025-05-01,eliass_vt,13
2025-06-01,eliass_vt,12
2025-07-01,eliass_vt,11
2025-08-01,eliass_vt,11
2025-09-01,eliass_vt,11
2025-10-01,eliass_vt,13
2025-11-01,eliass_vt,13
2025-12-01,eliass_vt,14
2026-01-01,eliass_vt,16
2026-02-01,eliass_vt,14
2026-03-01,eliass_vt,12
2026-04-01,eliass_vt,15
2026-05-01,eliass_vt,11
2026-06-01,eliass_vt,12
2022-09-01,iwyry,12
2022-10-01,iwyry,41
2022-11-01,iwyry,46
2022-12-01,iwyry,29
2023-01-01,iwyry,24
2023-02-01,iwyry,34
2023-03-01,iwyry,36
2023-04-01,iwyry,32
2023-05-01,iwyry,66
2023-06-01,iwyry,40
2023-07-01,iwyry,54
2023-08-01,iwyry,43
2023-09-01,iwyry,47
2023-10-01,iwyry,50
2023-11-01,iwyry,62
2023-12-01,iwyry,78
2024-01-01,iwyry,82
2024-02-01,iwyry,79
2024-03-01,iwyry,89
2024-04-01,iwyry,115
2024-05-01,iwyry,85
2024-06-01,iwyry,85
2024-07-01,iwyry,79
2024-08-01,iwyry,69
2024-09-01,iwyry,74
2024-10-01,iwyry,91
2024-11-01,iwyry,78
2024-12-01,iwyry,92
2025-01-01,iwyry,104
2025-02-01,iwyry,101
2025-03-01,iwyry,97
2025-04-01,iwyry,82
2025-05-01,iwyry,80
2025-06-01,iwyry,91
2025-07-01,iwyry,75
2025-08-01,iwyry,92
2025-09-01,iwyry,116
2025-10-01,iwyry,95
2025-11-01,iwyry,114
2025-12-01,iwyry,142
2026-01-01,iwyry,191
2026-02-01,iwyry,144
2026-03-01,iwyry,151
2026-04-01,iwyry,171
2026-05-01,iwyry,129
2026-06-01,iwyry,132
2019-08-01,lady_demont,4
2020-06-01,lady_demont,4
2020-07-01,lady_demont,5
2020-09-01,lady_demont,4
2020-11-01,lady_demont,6
2020-12-01,lady_demont,6
2021-01-01,lady_demont,4
2022-10-01,lady_demont,7
2022-11-01,lady_demont,6
2022-12-01,lady_demont,7
2023-01-01,lady_demont,17
2023-02-01,lady_demont,19
2023-03-01,lady_demont,31
2023-04-01,lady_demont,27
2023-05-01,lady_demont,34
2023-06-01,lady_demont,35
2023-07-01,lady_demont,35
2023-08-01,lady_demont,33
2024-01-01,lady_demont,21
2024-02-01,lady_demont,23
2024-03-01,lady_demont,25
2024-04-01,lady_demont,28
2024-05-01,lady_demont,35
2024-06-01,lady_demont,40
2024-07-01,lady_demont,36
2024-08-01,lady_demont,32
2024-09-01,lady_demont,32
2024-10-01,lady_demont,29
2024-11-01,lady_demont,19
2024-12-01,lady_demont,16
2025-01-01,lady_demont,18
2025-02-01,lady_demont,18
2025-03-01,lady_demont,29
2025-04-01,lady_demont,28
2025-05-01,lady_demont,27
2025-06-01,lady_demont,45
2025-07-01,lady_demont,65
2025-08-01,lady_demont,51
2025-09-01,lady_demont,44
2025-10-01,lady_demont,60
2025-11-01,lady_demont,50
2025-12-01,lady_demont,44
2026-01-01,lady_demont,39
2026-02-01,lady_demont,50
2026-03-01,lady_demont,45
2026-04-01,lady_demont,47
2026-05-01,lady_demont,44
2026-06-01,lady_demont,39
2024-08-01,vvelenavv,19
2024-09-01,vvelenavv,19
2024-10-01,vvelenavv,17
2024-11-01,vvelenavv,24
2024-12-01,vvelenavv,29
2025-01-01,vvelenavv,33
2025-02-01,vvelenavv,26
2025-03-01,vvelenavv,27
2025-04-01,vvelenavv,24
2025-05-01,vvelenavv,22
2025-06-01,vvelenavv,21
2025-07-01,vvelenavv,19
2025-08-01,vvelenavv,18
2025-09-01,vvelenavv,20
2025-10-01,vvelenavv,19
2025-11-01,vvelenavv,23
2025-12-01,vvelenavv,30
2026-01-01,vvelenavv,33
2026-02-01,vvelenavv,32
2026-03-01,vvelenavv,31
2026-04-01,vvelenavv,27
2026-05-01,vvelenavv,26
2026-06-01,vvelenavv,25
2017-11-01,piwochan,6
2018-01-01,piwochan,6
2018-02-01,piwochan,3
2018-05-01,piwochan,6
2018-06-01,piwochan,7
2018-07-01,piwochan,6
2018-08-01,piwochan,8
2018-09-01,piwochan,6
2018-10-01,piwochan,6
2018-11-01,piwochan,6
2018-12-01,piwochan,6
2019-01-01,piwochan,7
2019-02-01,piwochan,5
2019-03-01,piwochan,6
2019-04-01,piwochan,7
2019-05-01,piwochan,7
2019-06-01,piwochan,5
2019-09-01,piwochan,5
2019-10-01,piwochan,5
2019-11-01,piwochan,6
2019-12-01,piwochan,6
2020-01-01,piwochan,6
2020-02-01,piwochan,7
2020-03-01,piwochan,6
2020-04-01,piwochan,6
2020-06-01,piwochan,6
2020-07-01,piwochan,6
2020-08-01,piwochan,5
2020-09-01,piwochan,6
2020-10-01,piwochan,6
2020-11-01,piwochan,6
2020-12-01,piwochan,8
2021-01-01,piwochan,18
2021-02-01,piwochan,40
2021-03-01,piwochan,72
2021-04-01,piwochan,91
2021-05-01,piwochan,74
2021-06-01,piwochan,71
2021-07-01,piwochan,69
2021-08-01,piwochan,60
2021-09-01,piwochan,43
2021-10-01,piwochan,46
2021-11-01,piwochan,37
2021-12-01,piwochan,31
2022-01-01,piwochan,31
2022-02-01,piwochan,31
2022-03-01,piwochan,26
2022-04-01,piwochan,22
2022-05-01,piwochan,22
2022-06-01,piwochan,16
2022-07-01,piwochan,27
2022-08-01,piwochan,26
2022-09-01,piwochan,30
2022-10-01,piwochan,29
2022-11-01,piwochan,27
2022-12-01,piwochan,28
2023-01-01,piwochan,24
2023-02-01,piwochan,17
2023-03-01,piwochan,17
2023-04-01,piwochan,16
2023-05-01,piwochan,17
2023-06-01,piwochan,16
2023-07-01,piwochan,19
2023-08-01,piwochan,13
2023-09-01,piwochan,21
2023-10-01,piwochan,19
2023-11-01,piwochan,21
2023-12-01,piwochan,21
2024-01-01,piwochan,18
2024-02-01,piwochan,20
2024-03-01,piwochan,19
2024-04-01,piwochan,20
2024-05-01,piwochan,26
2024-06-01,piwochan,15
2024-07-01,piwochan,22
2024-08-01,piwochan,18
2024-09-01,piwochan,15
2024-10-01,piwochan,18
2024-11-01,piwochan,13
2024-12-01,piwochan,10
2025-01-01,piwochan,14
2024-09-01,yui2d,6
2024-10-01,yui2d,7
2024-11-01,yui2d,8
2024-12-01,yui2d,18
2025-01-01,yui2d,72
2025-02-01,yui2d,75
2025-03-01,yui2d,107
2025-04-01,yui2d,166
2025-05-01,yui2d,207
2025-06-01,yui2d,189
2025-07-01,yui2d,201
2025-08-01,yui2d,192
2025-09-01,yui2d,211
2025-10-01,yui2d,334
2025-11-01,yui2d,379
2025-12-01,yui2d,650
2026-01-01,yui2d,764
2026-02-01,yui2d,1105
2026-03-01,yui2d,1134
2026-04-01,yui2d,614
2026-05-01,yui2d,2425
2026-06-01,yui2d,431
2023-08-01,io_cow,11
2023-09-01,io_cow,9
2023-10-01,io_cow,11
2023-11-01,io_cow,11
2023-12-01,io_cow,12
2024-01-01,io_cow,18
2024-02-01,io_cow,18
2024-03-01,io_cow,17
2024-04-01,io_cow,18
2024-05-01,io_cow,18
2024-06-01,io_cow,18
2024-07-01,io_cow,16
2024-08-01,io_cow,19
2024-09-01,io_cow,19
2024-10-01,io_cow,23
2024-11-01,io_cow,20
2024-12-01,io_cow,19
2025-01-01,io_cow,24
2025-02-01,io_cow,23
2025-03-01,io_cow,68
2025-04-01,io_cow,27
2025-05-01,io_cow,26
2025-06-01,io_cow,25
2025-07-01,io_cow,25
2025-08-01,io_cow,19
2025-09-01,io_cow,19
2025-10-01,io_cow,24
2025-11-01,io_cow,30
2025-12-01,io_cow,30
2026-01-01,io_cow,100
2026-02-01,io_cow,22
2026-03-01,io_cow,72
2026-04-01,io_cow,23
2026-05-01,io_cow,22
2026-06-01,io_cow,21
2021-03-01,danamour,4
2021-05-01,danamour,5
2021-06-01,danamour,5
2021-07-01,danamour,7
2021-08-01,danamour,8
2021-09-01,danamour,10
2021-10-01,danamour,10
2021-11-01,danamour,9
2021-12-01,danamour,9
2022-01-01,danamour,11
2022-02-01,danamour,10
2022-03-01,danamour,8
2022-04-01,danamour,9
2022-05-01,danamour,11
2022-06-01,danamour,13
2022-07-01,danamour,29
2022-08-01,danamour,37
2022-09-01,danamour,38
2022-10-01,danamour,41
2022-11-01,danamour,51
2022-12-01,danamour,53
2023-01-01,danamour,38
2023-02-01,danamour,41
2023-03-01,danamour,54
2023-04-01,danamour,48
2023-05-01,danamour,49
2023-06-01,danamour,42
2023-07-01,danamour,58
2023-08-01,danamour,37
2023-09-01,danamour,38
2023-10-01,danamour,35
2023-11-01,danamour,34
2023-12-01,danamour,32
2024-01-01,danamour,32
2024-02-01,danamour,29
2024-03-01,danamour,29
2024-04-01,danamour,33
2024-05-01,danamour,29
2024-06-01,danamour,27
2024-07-01,danamour,29
2024-08-01,danamour,30
2024-09-01,danamour,30
2024-10-01,danamour,36
2024-11-01,danamour,28
2024-12-01,danamour,22
2025-01-01,danamour,27
2025-02-01,danamour,31
2025-03-01,danamour,28
2025-04-01,danamour,23
2025-05-01,danamour,25
2025-06-01,danamour,25
2025-07-01,danamour,27
2025-08-01,danamour,25
2025-09-01,danamour,19
2025-10-01,danamour,20
2025-11-01,danamour,17
2025-12-01,danamour,15
2026-01-01,danamour,16
2026-02-01,danamour,14
2026-03-01,danamour,13
2026-04-01,danamour,15
2026-05-01,danamour,21
2026-06-01,danamour,15
2022-06-01,yuttwl17,6
2022-07-01,yuttwl17,8
2022-08-01,yuttwl17,5
2023-02-01,yuttwl17,6
2023-03-01,yuttwl17,8
2023-04-01,yuttwl17,6
2023-11-01,yuttwl17,6
2024-01-01,yuttwl17,6
2024-05-01,yuttwl17,5
2024-07-01,yuttwl17,4
2024-08-01,yuttwl17,5
2024-11-01,yuttwl17,6
2024-12-01,yuttwl17,5
2025-01-01,yuttwl17,8
2025-02-01,yuttwl17,7
2025-03-01,yuttwl17,10
2025-04-01,yuttwl17,18
2025-05-01,yuttwl17,15
2025-06-01,yuttwl17,17
2025-07-01,yuttwl17,18
2025-08-01,yuttwl17,16
2025-09-01,yuttwl17,17
2025-10-01,yuttwl17,15
2025-11-01,yuttwl17,12
2025-12-01,yuttwl17,15
2026-01-01,yuttwl17,15
2026-02-01,yuttwl17,13
2026-03-01,yuttwl17,18
2026-04-01,yuttwl17,14
2026-05-01,yuttwl17,18
2026-06-01,yuttwl17,15
2023-10-01,vikihaos,5
2023-11-01,vikihaos,5
2023-12-01,vikihaos,6
2024-01-01,vikihaos,7
2024-02-01,vikihaos,6
2024-03-01,vikihaos,7
2024-04-01,vikihaos,11
2024-05-01,vikihaos,8
2024-06-01,vikihaos,10
2024-08-01,vikihaos,9
2024-09-01,vikihaos,9
2024-10-01,vikihaos,10
2024-11-01,vikihaos,18
2024-12-01,vikihaos,19
2025-01-01,vikihaos,19
2025-02-01,vikihaos,17
2025-03-01,vikihaos,18
2025-04-01,vikihaos,33
2025-05-01,vikihaos,23
2025-06-01,vikihaos,23
2025-07-01,vikihaos,33
2025-08-01,vikihaos,26
2025-09-01,vikihaos,21
2025-10-01,vikihaos,27
2025-11-01,vikihaos,22
2025-12-01,vikihaos,21
2026-01-01,vikihaos,39
2026-02-01,vikihaos,25
2026-03-01,vikihaos,52
2026-04-01,vikihaos,22
2026-05-01,vikihaos,21
2026-06-01,vikihaos,23
2022-09-01,alexstrawho,5
2022-10-01,alexstrawho,7
2022-11-01,alexstrawho,5
2022-12-01,alexstrawho,14
2023-01-01,alexstrawho,25
2023-02-01,alexstrawho,30
2023-03-01,alexstrawho,40
2023-04-01,alexstrawho,46
2023-05-01,alexstrawho,198
2023-06-01,alexstrawho,225
2023-07-01,alexstrawho,215
2023-08-01,alexstrawho,222
2023-09-01,alexstrawho,202
2023-10-01,alexstrawho,116
2023-11-01,alexstrawho,125
2023-12-01,alexstrawho,119
2024-01-01,alexstrawho,115
2024-02-01,alexstrawho,133
2024-03-01,alexstrawho,126
2024-04-01,alexstrawho,121
2024-05-01,alexstrawho,117
2024-06-01,alexstrawho,154
2024-07-01,alexstrawho,180
2024-08-01,alexstrawho,207
2024-09-01,alexstrawho,197
2024-10-01,alexstrawho,151
2024-11-01,alexstrawho,191
2024-12-01,alexstrawho,283
2025-01-01,alexstrawho,137
2025-02-01,alexstrawho,175
2025-03-01,alexstrawho,144
2025-04-01,alexstrawho,163
2025-05-01,alexstrawho,161
2025-06-01,alexstrawho,158
2025-07-01,alexstrawho,156
2025-08-01,alexstrawho,132
2025-09-01,alexstrawho,90
2025-10-01,alexstrawho,52
2025-11-01,alexstrawho,58
2025-12-01,alexstrawho,121
2026-01-01,alexstrawho,76
2026-02-01,alexstrawho,55
2026-03-01,alexstrawho,65
2026-04-01,alexstrawho,71
2026-05-01,alexstrawho,71
2026-06-01,alexstrawho,69
2023-07-01,marcykatyavtuber,9
2023-08-01,marcykatyavtuber,8
2023-09-01,marcykatyavtuber,10
2023-10-01,marcykatyavtuber,9
2023-11-01,marcykatyavtuber,10
2023-12-01,marcykatyavtuber,13
2024-01-01,marcykatyavtuber,14
2024-02-01,marcykatyavtuber,12
2024-03-01,marcykatyavtuber,14
2024-04-01,marcykatyavtuber,16
2024-05-01,marcykatyavtuber,17
2024-06-01,marcykatyavtuber,17
2024-07-01,marcykatyavtuber,21
2024-08-01,marcykatyavtuber,22
2024-09-01,marcykatyavtuber,25
2024-10-01,marcykatyavtuber,25
2024-11-01,marcykatyavtuber,24
2024-12-01,marcykatyavtuber,24
2025-01-01,marcykatyavtuber,25
2025-02-01,marcykatyavtuber,31
2025-03-01,marcykatyavtuber,26
2025-04-01,marcykatyavtuber,24
2025-05-01,marcykatyavtuber,22
2025-06-01,marcykatyavtuber,24
2025-07-01,marcykatyavtuber,21
2025-08-01,marcykatyavtuber,25
2025-09-01,marcykatyavtuber,20
2025-10-01,marcykatyavtuber,16
2025-11-01,marcykatyavtuber,21
2025-12-01,marcykatyavtuber,20
2026-01-01,marcykatyavtuber,17
2026-02-01,marcykatyavtuber,18
2026-03-01,marcykatyavtuber,15
2026-04-01,marcykatyavtuber,18
2026-05-01,marcykatyavtuber,14
2026-06-01,marcykatyavtuber,14
2022-06-01,satyrra,8
2022-07-01,satyrra,14
2022-08-01,satyrra,25
2022-09-01,satyrra,28
2022-10-01,satyrra,39
2022-11-01,satyrra,36
2022-12-01,satyrra,34
2023-01-01,satyrra,32
2023-02-01,satyrra,34
2023-03-01,satyrra,32
2023-04-01,satyrra,46
2023-05-01,satyrra,54
2023-06-01,satyrra,46
2023-07-01,satyrra,48
2023-08-01,satyrra,46
2023-09-01,satyrra,53
2023-10-01,satyrra,73
2023-11-01,satyrra,73
2023-12-01,satyrra,94
2024-01-01,satyrra,104
2024-02-01,satyrra,89
2024-03-01,satyrra,107
2024-04-01,satyrra,94
2024-05-01,satyrra,93
2024-06-01,satyrra,72
2024-07-01,satyrra,84
2024-08-01,satyrra,88
2024-09-01,satyrra,90
2024-10-01,satyrra,88
2024-11-01,satyrra,85
2024-12-01,satyrra,109
2025-01-01,satyrra,131
2025-02-01,satyrra,141
2025-03-01,satyrra,200
2025-04-01,satyrra,185
2025-05-01,satyrra,188
2025-06-01,satyrra,164
2025-07-01,satyrra,169
2025-08-01,satyrra,136
2025-09-01,satyrra,132
2025-10-01,satyrra,152
2025-11-01,satyrra,190
2025-12-01,satyrra,332
2026-01-01,satyrra,412
2026-02-01,satyrra,598
2026-03-01,satyrra,455
2026-04-01,satyrra,373
2026-05-01,satyrra,305
2026-06-01,satyrra,343
2020-06-01,moereira,16
2020-07-01,moereira,22
2020-08-01,moereira,34
2020-09-01,moereira,27
2020-10-01,moereira,27
2020-11-01,moereira,29
2020-12-01,moereira,32
2021-01-01,moereira,31
2021-02-01,moereira,30
2021-03-01,moereira,34
2021-04-01,moereira,38
2021-05-01,moereira,28
2021-06-01,moereira,37
2021-07-01,moereira,32
2021-08-01,moereira,57
2021-09-01,moereira,46
2021-10-01,moereira,47
2021-11-01,moereira,39
2021-12-01,moereira,51
2022-01-01,moereira,50
2022-02-01,moereira,57
2022-03-01,moereira,67
2022-04-01,moereira,95
2022-05-01,moereira,79
2022-06-01,moereira,84
2022-07-01,moereira,82
2022-08-01,moereira,86
2022-09-01,moereira,70
2022-10-01,moereira,97
2022-11-01,moereira,80
2022-12-01,moereira,77
2023-01-01,moereira,101
2023-02-01,moereira,156
2023-03-01,moereira,131
2023-04-01,moereira,163
2023-05-01,moereira,152
2023-06-01,moereira,120
2023-07-01,moereira,171
2023-08-01,moereira,205
2023-09-01,moereira,146
2023-10-01,moereira,138
2023-11-01,moereira,157
2023-12-01,moereira,162
2024-01-01,moereira,165
2024-02-01,moereira,160
2024-03-01,moereira,121
2024-04-01,moereira,173
2024-05-01,moereira,149
2024-06-01,moereira,137
2024-07-01,moereira,139
2024-08-01,moereira,137
2024-09-01,moereira,181
2024-10-01,moereira,101
2024-12-01,moereira,197
